ts,symbol,side,price,filled_qty,attempts
2024-06-26 15:15:00+00:00,BTCUSD_240628,BUY,61389.0,93,2
2024-06-26 15:15:00+00:00,BTCUSD_240927,SELL,62922.40000000001,97,1
2024-06-26 15:30:00+00:00,BTCUSD_240628,BUY,61483.7,37,1
2024-06-26 15:30:00+00:00,BTCUSD_240927,SELL,63003.5,39,1
2024-06-26 15:45:00+00:00,BTCUSD_240628,BUY,61419.8,47,1
2024-06-26 15:45:00+00:00,BTCUSD_240927,SELL,62965.9,49,1
2024-06-26 16:00:00+00:00,BTCUSD_240628,BUY,61544.2,24,1
2024-06-26 16:00:00+00:00,BTCUSD_240927,SELL,63056.2,25,1
2024-06-26 16:15:00+00:00,BTCUSD_240628,BUY,61614.8,38,1
2024-06-26 16:15:00+00:00,BTCUSD_240927,SELL,63129.6,40,1
2024-06-26 16:30:00+00:00,BTCUSD_240628,BUY,61580.3,26,2
2024-06-26 16:30:00+00:00,BTCUSD_240927,SELL,63119.6,27,1
2024-06-26 16:45:00+00:00,BTCUSD_240628,BUY,61540.09999999999,22,1
2024-06-26 16:45:00+00:00,BTCUSD_240927,SELL,63046.8,23,1
2024-06-26 17:00:00+00:00,BTCUSD_240628,BUY,61333.3,59,1
2024-06-26 17:00:00+00:00,BTCUSD_240927,SELL,62800.5,61,1
2024-06-26 17:15:00+00:00,BTCUSD_240628,BUY,61051.6,125,1
2024-06-26 17:15:00+00:00,BTCUSD_240927,SELL,62545.09999999999,130,1
2024-06-26 17:30:00+00:00,BTCUSD_240628,BUY,61308.5,49,1
2024-06-26 17:30:00+00:00,BTCUSD_240927,SELL,62730.1,51,1
2024-06-26 17:45:00+00:00,BTCUSD_240628,BUY,61114.2,56,1
2024-06-26 17:45:00+00:00,BTCUSD_240927,SELL,62572.8,58,1
2024-06-26 18:00:00+00:00,BTCUSD_240628,BUY,61312.8,51,1
2024-06-26 18:00:00+00:00,BTCUSD_240927,SELL,62768.8,53,1
2024-06-26 18:15:00+00:00,BTCUSD_240628,BUY,61142.100000000006,31,1
2024-06-26 18:15:00+00:00,BTCUSD_240927,SELL,62619.3,32,1
2024-06-26 18:30:00+00:00,BTCUSD_240628,BUY,61137.6,39,1
2024-06-26 18:30:00+00:00,BTCUSD_240927,SELL,62627.40000000001,41,1
2024-06-26 18:45:00+00:00,BTCUSD_240628,BUY,61083.0,30,2
2024-06-26 18:45:00+00:00,BTCUSD_240927,SELL,62553.0,31,1
2024-06-26 19:00:00+00:00,BTCUSD_240628,BUY,60947.0,32,1
2024-06-26 19:00:00+00:00,BTCUSD_240927,SELL,62417.7,33,2
2024-06-26 19:15:00+00:00,BTCUSD_240628,BUY,60869.2,61,2
2024-06-26 19:15:00+00:00,BTCUSD_240927,SELL,62303.7,63,1
2024-06-26 19:30:00+00:00,BTCUSD_240628,BUY,60876.4,40,1
2024-06-26 19:30:00+00:00,BTCUSD_240927,SELL,62306.0,41,1
2024-06-26 19:45:00+00:00,BTCUSD_240628,BUY,60951.399999999994,57,1
2024-06-26 19:45:00+00:00,BTCUSD_240927,SELL,62344.2,59,1
2024-06-26 20:00:00+00:00,BTCUSD_240628,BUY,61069.59999999999,86,1
2024-06-26 20:00:00+00:00,BTCUSD_240927,SELL,62482.0,89,1
2024-06-26 20:15:00+00:00,BTCUSD_240628,BUY,60833.90000000001,82,3
2024-06-26 20:15:00+00:00,BTCUSD_240927,SELL,62291.3,85,1
2024-06-26 20:30:00+00:00,BTCUSD_240628,BUY,60853.40000000001,40,2
2024-06-26 20:30:00+00:00,BTCUSD_240927,SELL,62320.6,41,1
2024-06-26 20:45:00+00:00,BTCUSD_240628,BUY,60904.6,20,1
2024-06-26 20:45:00+00:00,BTCUSD_240927,SELL,62394.4,21,1
2024-06-26 21:00:00+00:00,BTCUSD_240628,BUY,61070.5,28,1
2024-06-26 21:00:00+00:00,BTCUSD_240927,SELL,62537.1,29,1
2024-06-26 21:15:00+00:00,BTCUSD_240628,BUY,61037.40000000001,19,1
2024-06-26 21:15:00+00:00,BTCUSD_240927,SELL,62502.6,20,1
2024-06-26 21:30:00+00:00,BTCUSD_240628,BUY,61039.405,16,1
2024-06-26 21:30:00+00:00,BTCUSD_240927,SELL,62587.2,17,1
2024-06-26 21:45:00+00:00,BTCUSD_240628,BUY,61050.2,7,1
2024-06-26 21:45:00+00:00,BTCUSD_240927,SELL,62556.095,7,2
2024-06-26 22:00:00+00:00,BTCUSD_240628,BUY,61108.9,16,1
2024-06-26 22:00:00+00:00,BTCUSD_240927,SELL,62567.2,17,2
2024-06-26 22:15:00+00:00,BTCUSD_240628,BUY,61032.604999999996,17,1
2024-06-26 22:15:00+00:00,BTCUSD_240927,SELL,62560.995,18,1
2024-06-26 22:30:00+00:00,BTCUSD_240628,BUY,61007.3,10,1
2024-06-26 22:30:00+00:00,BTCUSD_240927,SELL,62500.5,10,1
2024-06-26 22:45:00+00:00,BTCUSD_240628,BUY,60866.90000000001,13,1
2024-06-26 22:45:00+00:00,BTCUSD_240927,SELL,62377.6,13,1
2024-06-26 23:00:00+00:00,BTCUSD_240628,BUY,60967.805,27,1
2024-06-26 23:00:00+00:00,BTCUSD_240927,SELL,62468.2,28,1
2024-06-26 23:15:00+00:00,BTCUSD_240628,BUY,60983.604999999996,12,1
2024-06-26 23:15:00+00:00,BTCUSD_240927,SELL,62489.595,12,1
2024-06-26 23:30:00+00:00,BTCUSD_240628,BUY,60942.3,13,1
2024-06-26 23:30:00+00:00,BTCUSD_240927,SELL,62396.795000000006,13,1
2024-06-26 23:45:00+00:00,BTCUSD_240628,BUY,60911.6,13,1
2024-06-26 23:45:00+00:00,BTCUSD_240927,SELL,62387.3,13,1
2021-06-23 00:00:00+00:00,BTCUSD_210625,BUY,32408.899999999998,18,1
2021-06-23 00:00:00+00:00,BTCUSD_210924,SELL,32935.925,19,1
2021-06-23 00:15:00+00:00,BTCUSD_210625,BUY,31854.15,115,1
2021-06-23 00:15:00+00:00,BTCUSD_210924,SELL,32330.800000000003,117,2
2021-06-23 00:30:00+00:00,BTCUSD_210625,BUY,32361.95,86,1
2021-06-23 00:30:00+00:00,BTCUSD_210924,SELL,32892.025,89,1
2021-06-23 00:45:00+00:00,BTCUSD_210625,BUY,33423.15,95,1
2021-06-23 00:45:00+00:00,BTCUSD_210924,SELL,33980.525,102,2
2021-06-23 01:00:00+00:00,BTCUSD_210625,BUY,33642.325000000004,110,1
2021-06-23 01:00:00+00:00,BTCUSD_210924,SELL,34229.175,119,2
2021-06-23 01:15:00+00:00,BTCUSD_210625,BUY,34101.725,110,1
2021-06-23 01:15:00+00:00,BTCUSD_210924,SELL,34673.549999999996,120,1
2021-06-23 01:30:00+00:00,BTCUSD_210625,BUY,33842.625,92,1
2021-06-23 01:30:00+00:00,BTCUSD_210924,SELL,34510.6,100,1
2021-06-23 01:45:00+00:00,BTCUSD_210625,BUY,33814.25,83,1
2021-06-23 01:45:00+00:00,BTCUSD_210924,SELL,34398.049999999996,90,1
2021-06-23 02:00:00+00:00,BTCUSD_210625,BUY,34017.425,86,1
2021-06-23 02:00:00+00:00,BTCUSD_210924,SELL,34633.95,94,1
2021-06-23 02:15:00+00:00,BTCUSD_210625,BUY,33779.924999999996,96,1
2021-06-23 02:15:00+00:00,BTCUSD_210924,SELL,34389.15,104,1
2021-06-23 02:30:00+00:00,BTCUSD_210625,BUY,33785.9,77,1
2021-06-23 02:30:00+00:00,BTCUSD_210924,SELL,34388.075,84,1
2021-06-23 02:45:00+00:00,BTCUSD_210625,BUY,33986.600000000006,127,1
2021-06-23 02:45:00+00:00,BTCUSD_210924,SELL,34588.35,139,2
2021-06-23 03:00:00+00:00,BTCUSD_210625,BUY,33762.1,100,1
2021-06-23 03:00:00+00:00,BTCUSD_210924,SELL,34348.549999999996,108,1
2021-06-23 03:15:00+00:00,BTCUSD_210625,BUY,33695.65,101,1
2021-06-23 03:15:00+00:00,BTCUSD_210924,SELL,34270.425,109,1
2021-06-23 03:30:00+00:00,BTCUSD_210625,BUY,33897.225000000006,91,1
2021-06-23 03:30:00+00:00,BTCUSD_210924,SELL,34478.649999999994,99,1
2021-06-23 03:45:00+00:00,BTCUSD_210625,BUY,33745.225,82,1
2021-06-23 03:45:00+00:00,BTCUSD_210924,SELL,34342.799999999996,89,1
2021-06-23 04:00:00+00:00,BTCUSD_210625,BUY,33909.200000000004,92,2
2021-06-23 04:00:00+00:00,BTCUSD_210924,SELL,34522.62499999999,100,1
2021-06-23 04:15:00+00:00,BTCUSD_210625,BUY,33717.475,85,1
2021-06-23 04:15:00+00:00,BTCUSD_210924,SELL,34275.700000000004,92,1
2021-06-23 04:30:00+00:00,BTCUSD_210625,BUY,33846.549999999996,94,1
2021-06-23 04:30:00+00:00,BTCUSD_210924,SELL,34383.8,102,1
2021-06-23 04:45:00+00:00,BTCUSD_210625,BUY,33895.274999999994,67,1
2021-06-23 04:45:00+00:00,BTCUSD_210924,SELL,34440.450000000004,73,2
2021-06-23 05:00:00+00:00,BTCUSD_210625,BUY,33677.1,113,1
2021-06-23 05:00:00+00:00,BTCUSD_210924,SELL,34323.075000000004,122,1
2021-06-23 05:15:00+00:00,BTCUSD_210625,BUY,33703.9,99,1
2021-06-23 05:15:00+00:00,BTCUSD_210924,SELL,34289.55,107,1
2021-06-23 05:30:00+00:00,BTCUSD_210625,BUY,33857.7,102,1
2021-06-23 05:30:00+00:00,BTCUSD_210924,SELL,34492.850000000006,111,1
2021-06-23 05:45:00+00:00,BTCUSD_210625,BUY,34168.75000000001,94,1
2021-06-23 05:45:00+00:00,BTCUSD_210924,SELL,34796.425,103,1
2021-06-23 06:00:00+00:00,BTCUSD_210625,BUY,34225.625,99,1
2021-06-23 06:00:00+00:00,BTCUSD_210924,SELL,34834.025,109,2
2021-06-23 06:15:00+00:00,BTCUSD_210625,BUY,34004.85,102,1
2021-06-23 06:15:00+00:00,BTCUSD_210924,SELL,34560.55,111,1
2021-06-23 06:30:00+00:00,BTCUSD_210625,BUY,34173.325,125,1
2021-06-23 06:30:00+00:00,BTCUSD_210924,SELL,34752.600000000006,137,1
2021-06-23 06:45:00+00:00,BTCUSD_210625,BUY,33989.725,111,1
2021-06-23 06:45:00+00:00,BTCUSD_210924,SELL,34574.700000000004,121,1
2021-06-23 07:00:00+00:00,BTCUSD_210625,BUY,33810.425,153,1
2021-06-23 07:00:00+00:00,BTCUSD_210924,SELL,34369.700000000004,166,1
2021-06-23 07:15:00+00:00,BTCUSD_210625,BUY,33890.95,95,1
2021-06-23 07:15:00+00:00,BTCUSD_210924,SELL,34453.05,103,1
2021-06-23 07:30:00+00:00,BTCUSD_210625,BUY,34024.12499999999,87,1
2021-06-23 07:30:00+00:00,BTCUSD_210924,SELL,34607.3,95,2
2021-06-23 07:45:00+00:00,BTCUSD_210625,BUY,34104.425,72,1
2021-06-23 07:45:00+00:00,BTCUSD_210924,SELL,34675.600000000006,79,1
2021-06-23 08:00:00+00:00,BTCUSD_210625,BUY,33948.3,121,1
2021-06-23 08:00:00+00:00,BTCUSD_210924,SELL,34523.75,132,2
2021-06-23 08:15:00+00:00,BTCUSD_210625,BUY,34043.274999999994,82,1
2021-06-23 08:15:00+00:00,BTCUSD_210924,SELL,34602.2,90,1
2021-06-23 08:30:00+00:00,BTCUSD_210625,BUY,34044.424999999996,97,1
2021-06-23 08:30:00+00:00,BTCUSD_210924,SELL,34548.725,106,1
2021-06-23 08:45:00+00:00,BTCUSD_210625,BUY,33922.375,90,1
2021-06-23 08:45:00+00:00,BTCUSD_210924,SELL,34416.9,98,1
2021-06-23 09:00:00+00:00,BTCUSD_210625,BUY,33656.350000000006,115,1
2021-06-23 09:00:00+00:00,BTCUSD_210924,SELL,34198.774999999994,124,1
2021-06-23 09:15:00+00:00,BTCUSD_210625,BUY,33903.9,145,1
2021-06-23 09:15:00+00:00,BTCUSD_210924,SELL,34447.35,158,1
2021-06-23 09:30:00+00:00,BTCUSD_210625,BUY,34024.5,118,1
2021-06-23 09:30:00+00:00,BTCUSD_210924,SELL,34594.325,129,1
2021-06-23 09:45:00+00:00,BTCUSD_210625,BUY,33898.35,135,1
2021-06-23 09:45:00+00:00,BTCUSD_210924,SELL,34412.95,147,1
2021-06-23 10:00:00+00:00,BTCUSD_210625,BUY,33901.875,120,1
2021-06-23 10:00:00+00:00,BTCUSD_210924,SELL,34407.8,130,1
2021-06-23 10:15:00+00:00,BTCUSD_210625,BUY,33860.625,138,1
2021-06-23 10:15:00+00:00,BTCUSD_210924,SELL,34398.350000000006,150,1
2021-06-23 10:30:00+00:00,BTCUSD_210625,BUY,33974.95,109,1
2021-06-23 10:30:00+00:00,BTCUSD_210924,SELL,34505.825,119,1
2021-06-23 10:45:00+00:00,BTCUSD_210625,BUY,34080.62499999999,98,1
2021-06-23 10:45:00+00:00,BTCUSD_210924,SELL,34641.424999999996,107,1
2021-06-23 11:00:00+00:00,BTCUSD_210625,BUY,34223.4,129,2
2021-06-23 11:00:00+00:00,BTCUSD_210924,SELL,34838.8,142,1
2021-06-23 11:15:00+00:00,BTCUSD_210625,BUY,34019.3,103,1
2021-06-23 11:15:00+00:00,BTCUSD_210924,SELL,34535.6,112,1
2021-06-23 11:30:00+00:00,BTCUSD_210625,BUY,33839.25,108,1
2021-06-23 11:30:00+00:00,BTCUSD_210924,SELL,34374.450000000004,117,1
2021-06-23 11:45:00+00:00,BTCUSD_210625,BUY,33841.6,109,1
2021-06-23 11:45:00+00:00,BTCUSD_210924,SELL,34398.9,118,1
2021-06-23 12:00:00+00:00,BTCUSD_210625,BUY,33823.399999999994,94,1
2021-06-23 12:00:00+00:00,BTCUSD_210924,SELL,34379.899999999994,102,1
2021-06-23 12:15:00+00:00,BTCUSD_210625,BUY,33933.975000000006,145,1
2021-06-23 12:15:00+00:00,BTCUSD_210924,SELL,34486.025,158,3
2021-06-23 12:30:00+00:00,BTCUSD_210625,BUY,34039.55,166,1
2021-06-23 12:30:00+00:00,BTCUSD_210924,SELL,34601.649999999994,181,1
2021-06-23 12:45:00+00:00,BTCUSD_210625,BUY,33987.399999999994,129,1
2021-06-23 12:45:00+00:00,BTCUSD_210924,SELL,34511.1,141,1
2021-06-23 13:00:00+00:00,BTCUSD_210625,BUY,34121.525,132,1
2021-06-23 13:00:00+00:00,BTCUSD_210924,SELL,34685.8,144,1
2021-06-23 13:15:00+00:00,BTCUSD_210625,BUY,34691.75,133,1
2021-06-23 13:15:00+00:00,BTCUSD_210924,SELL,35274.475000000006,148,1
2021-06-23 13:30:00+00:00,BTCUSD_210625,BUY,34608.850000000006,123,2
2021-06-23 13:30:00+00:00,BTCUSD_210924,SELL,35112.600000000006,136,1
2021-06-23 13:45:00+00:00,BTCUSD_210625,BUY,33961.025,121,1
2021-06-23 13:45:00+00:00,BTCUSD_210924,SELL,34504.375,132,1
2021-06-23 14:00:00+00:00,BTCUSD_210625,BUY,33888.925,191,1
2021-06-23 14:00:00+00:00,BTCUSD_210924,SELL,34379.35,207,1
2021-06-23 14:15:00+00:00,BTCUSD_210625,BUY,33959.100000000006,150,1
2021-06-23 14:15:00+00:00,BTCUSD_210924,SELL,34422.6,163,1
2021-06-23 14:30:00+00:00,BTCUSD_210625,BUY,34003.75,106,1
2021-06-23 14:30:00+00:00,BTCUSD_210924,SELL,34458.95,115,1
2021-06-23 14:45:00+00:00,BTCUSD_210625,BUY,34076.775,135,1
2021-06-23 14:45:00+00:00,BTCUSD_210924,SELL,34498.225000000006,147,2
2021-06-23 15:00:00+00:00,BTCUSD_210625,BUY,33960.37499999999,128,1
2021-06-23 15:00:00+00:00,BTCUSD_210924,SELL,34431.8,139,1
2021-06-23 15:15:00+00:00,BTCUSD_210625,BUY,33495.275,198,2
2021-06-23 15:15:00+00:00,BTCUSD_210924,SELL,33967.299999999996,212,1
2021-06-23 15:30:00+00:00,BTCUSD_210625,BUY,33535.850000000006,127,1
2021-06-23 15:30:00+00:00,BTCUSD_210924,SELL,33953.35,136,1
2021-06-23 15:45:00+00:00,BTCUSD_210625,BUY,33445.425,125,1
2021-06-23 15:45:00+00:00,BTCUSD_210924,SELL,33909.24999999999,134,1
2021-06-23 16:00:00+00:00,BTCUSD_210625,BUY,33413.74999999999,214,1
2021-06-23 16:00:00+00:00,BTCUSD_210924,SELL,33854.8,229,1
2021-06-23 16:15:00+00:00,BTCUSD_210625,BUY,33674.55,135,1
2021-06-23 16:15:00+00:00,BTCUSD_210924,SELL,34139.1,145,1
2021-06-23 16:30:00+00:00,BTCUSD_210625,BUY,33728.350000000006,117,2
2021-06-23 16:30:00+00:00,BTCUSD_210924,SELL,34168.55,126,1
2021-06-23 16:45:00+00:00,BTCUSD_210625,BUY,33504.350000000006,111,1
2021-06-23 16:45:00+00:00,BTCUSD_210924,SELL,33937.25,119,1
2021-06-23 17:00:00+00:00,BTCUSD_210625,BUY,33630.575,94,1
2021-06-23 17:00:00+00:00,BTCUSD_210924,SELL,34048.4,101,1
2021-06-23 17:15:00+00:00,BTCUSD_210625,BUY,33659.425,80,1
2021-06-23 17:15:00+00:00,BTCUSD_210924,SELL,34095.85,86,1
2021-06-23 17:30:00+00:00,BTCUSD_210625,BUY,33487.12500000001,85,1
2021-06-23 17:30:00+00:00,BTCUSD_210924,SELL,33912.05,91,1
2021-06-23 17:45:00+00:00,BTCUSD_210625,BUY,33628.524999999994,72,1
2021-06-23 17:45:00+00:00,BTCUSD_210924,SELL,34061.375,77,1
2021-06-23 18:00:00+00:00,BTCUSD_210625,BUY,33491.475000000006,71,1
2021-06-23 18:00:00+00:00,BTCUSD_210924,SELL,33923.675,76,1
2021-06-23 18:15:00+00:00,BTCUSD_210625,BUY,33068.825000000004,104,1
2021-06-23 18:15:00+00:00,BTCUSD_210924,SELL,33511.475000000006,110,1
2021-06-23 18:30:00+00:00,BTCUSD_210625,BUY,33301.62500000001,121,1
